scientific_name,birdlife_common_name,birdlife_order,birdlife_family,birdlife_iucn_status,genus
Notiomystis cincta,Stitchbird,PASSERIFORMES,Notiomystidae,VU,Notiomystis
Melanocharis arfakiana,Obscure Berrypecker,PASSERIFORMES,Melanocharitidae,LC,Melanocharis
Melanocharis nigra,Black Berrypecker,PASSERIFORMES,Melanocharitidae,LC,Melanocharis
Melanocharis citreola,Satin Berrypecker,PASSERIFORMES,Melanocharitidae,LC,Melanocharis
Melanocharis longicauda,Mid-mountain Berrypecker,PASSERIFORMES,Melanocharitidae,LC,Melanocharis
Melanocharis versteri,Fan-tailed Berrypecker,PASSERIFORMES,Melanocharitidae,LC,Melanocharis
Melanocharis striativentris,Streaked Berrypecker,PASSERIFORMES,Melanocharitidae,LC,Melanocharis
Rhamphocharis crassirostris,Thick-billed Berrypecker,PASSERIFORMES,Melanocharitidae,LC,Rhamphocharis
Rhamphocharis piperata,Spotted Berrypecker,PASSERIFORMES,Melanocharitidae,LC,Rhamphocharis
Oedistoma iliolophus,Spectacled Longbill,PASSERIFORMES,Melanocharitidae,LC,Oedistoma
Oedistoma pygmaeum,Pygmy Longbill,PASSERIFORMES,Melanocharitidae,LC,Oedistoma
Toxorhamphus novaeguineae,Yellow-bellied Longbill,PASSERIFORMES,Melanocharitidae,LC,Toxorhamphus
Toxorhamphus poliopterus,Slaty-headed Longbill,PASSERIFORMES,Melanocharitidae,LC,Toxorhamphus
Cnemophilus loriae,Loria's Satinbird,PASSERIFORMES,Cnemophilidae,LC,Cnemophilus
Cnemophilus sanguineus,Red Satinbird,PASSERIFORMES,Cnemophilidae,LC,Cnemophilus
Cnemophilus macgregorii,Yellow Satinbird,PASSERIFORMES,Cnemophilidae,LC,Cnemophilus
Loboparadisea sericea,Yellow-breasted Satinbird,PASSERIFORMES,Cnemophilidae,LC,Loboparadisea
Picathartes gymnocephalus,White-necked Rockfowl,PASSERIFORMES,Picathartidae,VU,Picathartes
Picathartes oreas,Grey-necked Rockfowl,PASSERIFORMES,Picathartidae,NT,Picathartes
Eupetes macrocerus,Rail-babbler,PASSERIFORMES,Eupetidae,NT,Eupetes
Chaetops frenatus,Cape Rockjumper,PASSERIFORMES,Chaetopidae,NT,Chaetops
Chaetops aurantius,Drakensberg Rockjumper,PASSERIFORMES,Chaetopidae,NT,Chaetops
Amalocichla sclateriana,Greater Ground-robin,PASSERIFORMES,Petroicidae,LC,Amalocichla
Amalocichla incerta,Lesser Ground-robin,PASSERIFORMES,Petroicidae,LC,Amalocichla
Pachycephalopsis hattamensis,Green-backed Robin,PASSERIFORMES,Petroicidae,LC,Pachycephalopsis
Pachycephalopsis poliosoma,White-eyed Robin,PASSERIFORMES,Petroicidae,LC,Pachycephalopsis
Eugerygone rubra,Garnet Robin,PASSERIFORMES,Petroicidae,LC,Eugerygone
Petroica bivittata,Subalpine Robin,PASSERIFORMES,Petroicidae,LC,Petroica
Petroica archboldi,Snow Mountain Robin,PASSERIFORMES,Petroicidae,NT,Petroica
Petroica rosea,Rose Robin,PASSERIFORMES,Petroicidae,LC,Petroica
Petroica rodinogaster,Pink Robin,PASSERIFORMES,Petroicidae,LC,Petroica
Petroica phoenicea,Flame Robin,PASSERIFORMES,Petroicidae,LC,Petroica
Petroica boodang,Scarlet Robin,PASSERIFORMES,Petroicidae,LC,Petroica
Petroica pusilla,Pacific Robin,PASSERIFORMES,Petroicidae,LC,Petroica
Petroica multicolor,Norfolk Island Robin,PASSERIFORMES,Petroicidae,EN,Petroica
Petroica goodenovii,Red-capped Robin,PASSERIFORMES,Petroicidae,LC,Petroica
Petroica macrocephala,New Zealand Tomtit,PASSERIFORMES,Petroicidae,LC,Petroica
Petroica dannefaerdi,Snares Tomtit,PASSERIFORMES,Petroicidae,VU,Petroica
Petroica traversi,Black Robin,PASSERIFORMES,Petroicidae,VU,Petroica
Petroica longipes,North Island Robin,PASSERIFORMES,Petroicidae,LC,Petroica
Petroica australis,South Island Robin,PASSERIFORMES,Petroicidae,LC,Petroica
Kempiella griseoceps,Yellow-legged Flyrobin,PASSERIFORMES,Petroicidae,LC,Kempiella
Kempiella flavovirescens,Olive Flyrobin,PASSERIFORMES,Petroicidae,LC,Kempiella
Devioeca papuana,Canary Flyrobin,PASSERIFORMES,Petroicidae,LC,Devioeca
Cryptomicroeca flaviventris,Yellow-bellied Robin,PASSERIFORMES,Petroicidae,LC,Cryptomicroeca
Monachella muelleriana,Torrent Flyrobin,PASSERIFORMES,Petroicidae,LC,Monachella
Monachella coultasi,New Britain Flyrobin,PASSERIFORMES,Petroicidae,NT,Monachella
Microeca tormenti,Kimberley Flyrobin,PASSERIFORMES,Petroicidae,LC,Microeca
Microeca flavigaster,Lemon-bellied Flyrobin,PASSERIFORMES,Petroicidae,LC,Microeca
Microeca hemixantha,Tanimbar Flyrobin,PASSERIFORMES,Petroicidae,NT,Microeca
Microeca fascinans,Jacky Winter,PASSERIFORMES,Petroicidae,LC,Microeca
Drymodes beccarii,Papuan Scrub-robin,PASSERIFORMES,Petroicidae,LC,Drymodes
Drymodes superciliaris,Northern Scrub-robin,PASSERIFORMES,Petroicidae,LC,Drymodes
Drymodes brunneopygia,Southern Scrub-robin,PASSERIFORMES,Petroicidae,LC,Drymodes
Plesiodryas albonotata,Black-throated Robin,PASSERIFORMES,Petroicidae,LC,Plesiodryas
Poecilodryas brachyura,Black-chinned Robin,PASSERIFORMES,Petroicidae,LC,Poecilodryas
Poecilodryas hypoleuca,Black-sided Robin,PASSERIFORMES,Petroicidae,LC,Poecilodryas
Poecilodryas superciliosa,White-browed Robin,PASSERIFORMES,Petroicidae,LC,Poecilodryas
Poecilodryas cerviniventris,Buff-sided Robin,PASSERIFORMES,Petroicidae,LC,Poecilodryas
Heteromyias albispecularis,Arfak Robin,PASSERIFORMES,Petroicidae,LC,Heteromyias
Heteromyias armiti,Black-capped Robin,PASSERIFORMES,Petroicidae,LC,Heteromyias
Heteromyias cinereifrons,Grey-headed Robin,PASSERIFORMES,Petroicidae,NT,Heteromyias
Gennaeodryas placens,Banded Yellow Robin,PASSERIFORMES,Petroicidae,LC,Gennaeodryas
Eopsaltria australis,Eastern Yellow Robin,PASSERIFORMES,Petroicidae,LC,Eopsaltria
Eopsaltria griseogularis,Western Yellow Robin,PASSERIFORMES,Petroicidae,LC,Eopsaltria
Quoyornis georgianus,White-breasted Robin,PASSERIFORMES,Petroicidae,LC,Quoyornis
Tregellasia leucops,White-faced Robin,PASSERIFORMES,Petroicidae,LC,Tregellasia
Tregellasia capito,Pale-yellow Robin,PASSERIFORMES,Petroicidae,LC,Tregellasia
Melanodryas cucullata,Hooded Robin,PASSERIFORMES,Petroicidae,LC,Melanodryas
Melanodryas vittata,Dusky Robin,PASSERIFORMES,Petroicidae,VU,Melanodryas
Peneothello sigillata,White-winged Robin,PASSERIFORMES,Petroicidae,LC,Peneothello
Peneothello cryptoleuca,Smoky Robin,PASSERIFORMES,Petroicidae,LC,Peneothello
Peneothello cyanus,Blue-grey Robin,PASSERIFORMES,Petroicidae,LC,Peneothello
Peneothello bimaculata,White-rumped Robin,PASSERIFORMES,Petroicidae,LC,Peneothello
Peneoenanthe pulverulenta,Mangrove Robin,PASSERIFORMES,Petroicidae,LC,Peneoenanthe
Hyliota flavigaster,Yellow-bellied Hyliota,PASSERIFORMES,Hyliotidae,LC,Hyliota
Hyliota usambara,Usambara Hyliota,PASSERIFORMES,Hyliotidae,EN,Hyliota
Hyliota australis,Southern Hyliota,PASSERIFORMES,Hyliotidae,LC,Hyliota
Hyliota violacea,Violet-backed Hyliota,PASSERIFORMES,Hyliotidae,LC,Hyliota
Stenostira scita,Fairy Flycatcher,PASSERIFORMES,Stenostiridae,LC,Stenostira
Chelidorhynx hypoxanthus,Yellow-bellied Fairy-fantail,PASSERIFORMES,Stenostiridae,LC,Chelidorhynx
Culicicapa ceylonensis,Grey-headed Canary-flycatcher,PASSERIFORMES,Stenostiridae,LC,Culicicapa
Culicicapa helianthea,Citrine Canary-flycatcher,PASSERIFORMES,Stenostiridae,LC,Culicicapa
Elminia nigromitrata,Dusky Crested-flycatcher,PASSERIFORMES,Stenostiridae,LC,Elminia
Elminia albonotata,White-tailed Crested-flycatcher,PASSERIFORMES,Stenostiridae,LC,Elminia
Elminia albiventris,White-bellied Crested-flycatcher,PASSERIFORMES,Stenostiridae,LC,Elminia
Elminia longicauda,African Blue Flycatcher,PASSERIFORMES,Stenostiridae,LC,Elminia
Elminia albicauda,White-tailed Blue Flycatcher,PASSERIFORMES,Stenostiridae,LC,Elminia
Cephalopyrus flammiceps,Fire-capped Tit,PASSERIFORMES,Paridae,LC,Cephalopyrus
Sylviparus modestus,Yellow-browed Tit,PASSERIFORMES,Paridae,LC,Sylviparus
Melanochlora sultanea,Sultan Tit,PASSERIFORMES,Paridae,LC,Melanochlora
Pardaliparus venustulus,Yellow-bellied Tit,PASSERIFORMES,Paridae,LC,Pardaliparus
Pardaliparus elegans,Elegant Tit,PASSERIFORMES,Paridae,LC,Pardaliparus
Pardaliparus amabilis,Palawan Tit,PASSERIFORMES,Paridae,NT,Pardaliparus
Periparus ater,Coal Tit,PASSERIFORMES,Paridae,LC,Periparus
Periparus rufonuchalis,Rufous-naped Tit,PASSERIFORMES,Paridae,LC,Periparus
Periparus rubidiventris,Rufous-vented Tit,PASSERIFORMES,Paridae,LC,Periparus
Baeolophus wollweberi,Bridled Titmouse,PASSERIFORMES,Paridae,LC,Baeolophus
Baeolophus bicolor,Tufted Titmouse,PASSERIFORMES,Paridae,LC,Baeolophus
Baeolophus atricristatus,Black-crested Titmouse,PASSERIFORMES,Paridae,LC,Baeolophus
Baeolophus ridgwayi,Juniper Titmouse,PASSERIFORMES,Paridae,LC,Baeolophus
Baeolophus inornatus,Oak Titmouse,PASSERIFORMES,Paridae,LC,Baeolophus
Lophophanes dichrous,Grey-crested Tit,PASSERIFORMES,Paridae,LC,Lophophanes
Lophophanes cristatus,Crested Tit,PASSERIFORMES,Paridae,LC,Lophophanes
Sittiparus semilarvatus,White-fronted Tit,PASSERIFORMES,Paridae,NT,Sittiparus
Sittiparus varius,Varied Tit,PASSERIFORMES,Paridae,LC,Sittiparus
Sittiparus owstoni,Izu Tit,PASSERIFORMES,Paridae,EN,Sittiparus
Sittiparus olivaceus,Iriomote Tit,PASSERIFORMES,Paridae,LC,Sittiparus
Sittiparus castaneoventris,Chestnut-bellied Tit,PASSERIFORMES,Paridae,LC,Sittiparus
Poecile superciliosus,White-browed Tit,PASSERIFORMES,Paridae,LC,Poecile
Poecile lugubris,Sombre Tit,PASSERIFORMES,Paridae,LC,Poecile
Poecile hyrcanus,Caspian Tit,PASSERIFORMES,Paridae,LC,Poecile
Poecile davidi,Rusty-breasted Tit,PASSERIFORMES,Paridae,LC,Poecile
Poecile palustris,Marsh Tit,PASSERIFORMES,Paridae,LC,Poecile
Poecile hypermelaenus,Black-bibbed Tit,PASSERIFORMES,Paridae,LC,Poecile
Poecile montanus,Willow Tit,PASSERIFORMES,Paridae,LC,Poecile
Poecile weigoldicus,Sichuan Tit,PASSERIFORMES,Paridae,LC,Poecile
Poecile carolinensis,Carolina Chickadee,PASSERIFORMES,Paridae,LC,Poecile
Poecile atricapillus,Black-capped Chickadee,PASSERIFORMES,Paridae,LC,Poecile
Poecile gambeli,Mountain Chickadee,PASSERIFORMES,Paridae,LC,Poecile
Poecile sclateri,Mexican Chickadee,PASSERIFORMES,Paridae,LC,Poecile
Poecile cinctus,Siberian Tit,PASSERIFORMES,Paridae,LC,Poecile
Poecile hudsonicus,Boreal Chickadee,PASSERIFORMES,Paridae,LC,Poecile
Poecile rufescens,Chestnut-backed Chickadee,PASSERIFORMES,Paridae,LC,Poecile
Cyanistes caeruleus,Eurasian Blue Tit,PASSERIFORMES,Paridae,LC,Cyanistes
Cyanistes teneriffae,African Blue Tit,PASSERIFORMES,Paridae,LC,Cyanistes
Cyanistes cyanus,Azure Tit,PASSERIFORMES,Paridae,LC,Cyanistes
Pseudopodoces humilis,Ground Tit,PASSERIFORMES,Paridae,LC,Pseudopodoces
Parus monticolus,Green-backed Tit,PASSERIFORMES,Paridae,LC,Parus
Parus major,Great Tit,PASSERIFORMES,Paridae,LC,Parus
Machlolophus nuchalis,White-naped Tit,PASSERIFORMES,Paridae,VU,Machlolophus
Machlolophus holsti,Yellow Tit,PASSERIFORMES,Paridae,LC,Machlolophus
Machlolophus xanthogenys,Black-lored Tit,PASSERIFORMES,Paridae,LC,Machlolophus
Machlolophus spilonotus,Yellow-cheeked Tit,PASSERIFORMES,Paridae,LC,Machlolophus
Melaniparus rufiventris,Rufous-bellied Tit,PASSERIFORMES,Paridae,LC,Melaniparus
Melaniparus pallidiventris,Cinnamon-breasted Tit,PASSERIFORMES,Paridae,LC,Melaniparus
Melaniparus albiventris,White-bellied Tit,PASSERIFORMES,Paridae,LC,Melaniparus
Melaniparus carpi,Carp's Tit,PASSERIFORMES,Paridae,LC,Melaniparus
Melaniparus niger,Southern Black Tit,PASSERIFORMES,Paridae,LC,Melaniparus
Melaniparus leucomelas,Dark-eyed Black Tit,PASSERIFORMES,Paridae,LC,Melaniparus
Melaniparus guineensis,Pale-eyed Black Tit,PASSERIFORMES,Paridae,LC,Melaniparus
Melaniparus funereus,Dusky Tit,PASSERIFORMES,Paridae,LC,Melaniparus
Melaniparus griseiventris,Miombo Tit,PASSERIFORMES,Paridae,LC,Melaniparus
Melaniparus fasciiventer,Stripe-breasted Tit,PASSERIFORMES,Paridae,LC,Melaniparus
Melaniparus thruppi,Somali Tit,PASSERIFORMES,Paridae,LC,Melaniparus
Melaniparus fringillinus,Red-throated Tit,PASSERIFORMES,Paridae,LC,Melaniparus
Melaniparus leuconotus,White-backed Black Tit,PASSERIFORMES,Paridae,LC,Melaniparus
Melaniparus afer,Grey Tit,PASSERIFORMES,Paridae,LC,Melaniparus
Melaniparus cinerascens,Ashy Tit,PASSERIFORMES,Paridae,LC,Melaniparus
Remiz pendulinus,Eurasian Penduline-tit,PASSERIFORMES,Remizidae,LC,Remiz
Remiz coronatus,White-crowned Penduline-tit,PASSERIFORMES,Remizidae,LC,Remiz
Remiz consobrinus,Chinese Penduline-tit,PASSERIFORMES,Remizidae,LC,Remiz
Anthoscopus punctifrons,Sennar Penduline-tit,PASSERIFORMES,Remizidae,LC,Anthoscopus
Anthoscopus parvulus,Yellow Penduline-tit,PASSERIFORMES,Remizidae,LC,Anthoscopus
Anthoscopus musculus,Mouse-coloured Penduline-tit,PASSERIFORMES,Remizidae,LC,Anthoscopus
Anthoscopus flavifrons,Forest Penduline-tit,PASSERIFORMES,Remizidae,LC,Anthoscopus
Anthoscopus caroli,Grey Penduline-tit,PASSERIFORMES,Remizidae,LC,Anthoscopus
Anthoscopus sylviella,Buff-bellied Penduline-Tit,PASSERIFORMES,Remizidae,LC,Anthoscopus
Anthoscopus minutus,Cape Penduline-tit,PASSERIFORMES,Remizidae,LC,Anthoscopus
Auriparus flaviceps,Verdin,PASSERIFORMES,Remizidae,LC,Auriparus
Alaemon alaudipes,Greater Hoopoe-lark,PASSERIFORMES,Alaudidae,LC,Alaemon
Alaemon hamertoni,Lesser Hoopoe-lark,PASSERIFORMES,Alaudidae,LC,Alaemon
Chersomanes albofasciata,Spike-heeled Lark,PASSERIFORMES,Alaudidae,LC,Chersomanes
Ammomanopsis grayi,Gray's Lark,PASSERIFORMES,Alaudidae,LC,Ammomanopsis
Certhilauda chuana,Short-clawed Lark,PASSERIFORMES,Alaudidae,LC,Certhilauda
Certhilauda subcoronata,Karoo Long-billed Lark,PASSERIFORMES,Alaudidae,LC,Certhilauda
Certhilauda curvirostris,Cape Long-billed Lark,PASSERIFORMES,Alaudidae,LC,Certhilauda
Certhilauda semitorquata,Eastern Long-billed Lark,PASSERIFORMES,Alaudidae,LC,Certhilauda
Pinarocorys nigricans,Dusky Lark,PASSERIFORMES,Alaudidae,LC,Pinarocorys
Pinarocorys erythropygia,Rufous-rumped Lark,PASSERIFORMES,Alaudidae,LC,Pinarocorys
Ramphocoris clotbey,Thick-billed Lark,PASSERIFORMES,Alaudidae,LC,Ramphocoris
Ammomanes cinctura,Bar-tailed Lark,PASSERIFORMES,Alaudidae,LC,Ammomanes
Ammomanes phoenicura,Rufous-tailed Lark,PASSERIFORMES,Alaudidae,LC,Ammomanes
Ammomanes deserti,Desert Lark,PASSERIFORMES,Alaudidae,LC,Ammomanes
Eremopterix australis,Black-eared Sparrow-lark,PASSERIFORMES,Alaudidae,LC,Eremopterix
Eremopterix leucotis,Chestnut-backed Sparrow-lark,PASSERIFORMES,Alaudidae,LC,Eremopterix
Eremopterix nigriceps,Black-crowned Sparrow-lark,PASSERIFORMES,Alaudidae,LC,Eremopterix
Eremopterix griseus,Ashy-crowned Sparrow-lark,PASSERIFORMES,Alaudidae,LC,Eremopterix
Eremopterix signatus,Chestnut-headed Sparrow-lark,PASSERIFORMES,Alaudidae,LC,Eremopterix
Eremopterix leucopareia,Fischer's Sparrow-lark,PASSERIFORMES,Alaudidae,LC,Eremopterix
Eremopterix verticalis,Grey-backed Sparrow-lark,PASSERIFORMES,Alaudidae,LC,Eremopterix
Eremopterix hova,Madagascar Lark,PASSERIFORMES,Alaudidae,LC,Eremopterix
Calendulauda sabota,Sabota Lark,PASSERIFORMES,Alaudidae,LC,Calendulauda
Calendulauda poecilosterna,Pink-breasted Lark,PASSERIFORMES,Alaudidae,LC,Calendulauda
Calendulauda africanoides,Fawn-coloured Lark,PASSERIFORMES,Alaudidae,LC,Calendulauda
Calendulauda albescens,Karoo Lark,PASSERIFORMES,Alaudidae,LC,Calendulauda
Calendulauda burra,Red Lark,PASSERIFORMES,Alaudidae,VU,Calendulauda
Calendulauda erythrochlamys,Dune Lark,PASSERIFORMES,Alaudidae,LC,Calendulauda
Calendulauda rufa,Rusty Lark,PASSERIFORMES,Alaudidae,LC,Calendulauda
Calendulauda gilletti,Gillett's Lark,PASSERIFORMES,Alaudidae,LC,Calendulauda
Heteromirafra ruddi,Rudd's Lark,PASSERIFORMES,Alaudidae,EN,Heteromirafra
Heteromirafra archeri,Liben Lark,PASSERIFORMES,Alaudidae,CR,Heteromirafra
Mirafra apiata,Cape Clapper Lark,PASSERIFORMES,Alaudidae,LC,Mirafra
Mirafra fasciolata,Eastern Clapper Lark,PASSERIFORMES,Alaudidae,LC,Mirafra
Mirafra collaris,Collared Lark,PASSERIFORMES,Alaudidae,LC,Mirafra
Mirafra africana,Rufous-naped Lark,PASSERIFORMES,Alaudidae,LC,Mirafra
Mirafra sharpii,Sharpe's Lark,PASSERIFORMES,Alaudidae,EN,Mirafra
Mirafra hypermetra,Red-winged Lark,PASSERIFORMES,Alaudidae,LC,Mirafra
Mirafra somalica,Somali Lark,PASSERIFORMES,Alaudidae,LC,Mirafra
Mirafra angolensis,Angola Lark,PASSERIFORMES,Alaudidae,LC,Mirafra
Mirafra rufocinnamomea,Flappet Lark,PASSERIFORMES,Alaudidae,LC,Mirafra
Mirafra williamsi,Williams's Lark,PASSERIFORMES,Alaudidae,LC,Mirafra
Mirafra pulpa,Friedmann's Lark,PASSERIFORMES,Alaudidae,DD,Mirafra
Mirafra cordofanica,Kordofan Lark,PASSERIFORMES,Alaudidae,LC,Mirafra
Mirafra passerina,Monotonous Lark,PASSERIFORMES,Alaudidae,LC,Mirafra
Mirafra albicauda,White-tailed Lark,PASSERIFORMES,Alaudidae,LC,Mirafra
Mirafra cheniana,Melodious Lark,PASSERIFORMES,Alaudidae,LC,Mirafra
Mirafra javanica,Horsfield's Bushlark,PASSERIFORMES,Alaudidae,LC,Mirafra
Mirafra microptera,Burmese Bushlark,PASSERIFORMES,Alaudidae,LC,Mirafra
Mirafra assamica,Bengal Bushlark,PASSERIFORMES,Alaudidae,LC,Mirafra
Mirafra erythrocephala,Indochinese Bushlark,PASSERIFORMES,Alaudidae,LC,Mirafra
Mirafra erythroptera,Indian Bushlark,PASSERIFORMES,Alaudidae,LC,Mirafra
Mirafra affinis,Jerdon's Bushlark,PASSERIFORMES,Alaudidae,LC,Mirafra
Chersophilus duponti,Dupont's Lark,PASSERIFORMES,Alaudidae,VU,Chersophilus
Eremalauda dunni,Dunn's Lark,PASSERIFORMES,Alaudidae,LC,Eremalauda
Eremalauda eremodites,Arabian Lark,PASSERIFORMES,Alaudidae,LC,Eremalauda
Alaudala somalica,Somali Short-toed Lark,PASSERIFORMES,Alaudidae,LC,Alaudala
Alaudala rufescens,Mediterranean Short-toed Lark,PASSERIFORMES,Alaudidae,LC,Alaudala
Alaudala heinei,Turkestan Short-toed Lark,PASSERIFORMES,Alaudidae,LC,Alaudala
Alaudala cheleensis,Asian Short-toed Lark,PASSERIFORMES,Alaudidae,LC,Alaudala
Alaudala raytal,Sand Lark,PASSERIFORMES,Alaudidae,LC,Alaudala
Melanocorypha bimaculata,Bimaculated Lark,PASSERIFORMES,Alaudidae,LC,Melanocorypha
Melanocorypha calandra,Calandra Lark,PASSERIFORMES,Alaudidae,LC,Melanocorypha
Melanocorypha yeltoniensis,Black Lark,PASSERIFORMES,Alaudidae,LC,Melanocorypha
Melanocorypha maxima,Tibetan Lark,PASSERIFORMES,Alaudidae,LC,Melanocorypha
Melanocorypha mongolica,Mongolian Lark,PASSERIFORMES,Alaudidae,LC,Melanocorypha
Calandrella acutirostris,Hume's Lark,PASSERIFORMES,Alaudidae,LC,Calandrella
Calandrella cinerea,Red-capped Lark,PASSERIFORMES,Alaudidae,LC,Calandrella
Calandrella blanfordi,Blanford's Lark,PASSERIFORMES,Alaudidae,LC,Calandrella
Calandrella eremica,Rufous-capped Lark,PASSERIFORMES,Alaudidae,LC,Calandrella
Calandrella brachydactyla,Greater Short-toed Lark,PASSERIFORMES,Alaudidae,LC,Calandrella
Calandrella dukhunensis,Mongolian Short-toed Lark,PASSERIFORMES,Alaudidae,LC,Calandrella
Eremophila bilopha,Temminck's Lark,PASSERIFORMES,Alaudidae,LC,Eremophila
Eremophila alpestris,Horned Lark,PASSERIFORMES,Alaudidae,LC,Eremophila
Lullula arborea,Woodlark,PASSERIFORMES,Alaudidae,LC,Lullula
Spizocorys sclateri,Sclater's Lark,PASSERIFORMES,Alaudidae,NT,Spizocorys
Spizocorys starki,Stark's Lark,PASSERIFORMES,Alaudidae,LC,Spizocorys
Spizocorys fremantlii,Short-tailed Lark,PASSERIFORMES,Alaudidae,LC,Spizocorys
Spizocorys personata,Masked Lark,PASSERIFORMES,Alaudidae,LC,Spizocorys
Spizocorys fringillaris,Botha's Lark,PASSERIFORMES,Alaudidae,EN,Spizocorys
Spizocorys conirostris,Pink-billed Lark,PASSERIFORMES,Alaudidae,LC,Spizocorys
Spizocorys obbiensis,Obbia Lark,PASSERIFORMES,Alaudidae,LC,Spizocorys
Alauda leucoptera,White-winged Lark,PASSERIFORMES,Alaudidae,LC,Alauda
Alauda razae,Raso Lark,PASSERIFORMES,Alaudidae,CR,Alauda
Alauda arvensis,Eurasian Skylark,PASSERIFORMES,Alaudidae,LC,Alauda
Alauda gulgula,Oriental Skylark,PASSERIFORMES,Alaudidae,LC,Alauda
Galerida modesta,Sun Lark,PASSERIFORMES,Alaudidae,LC,Galerida
Galerida magnirostris,Large-billed Lark,PASSERIFORMES,Alaudidae,LC,Galerida
Galerida theklae,Thekla's Lark,PASSERIFORMES,Alaudidae,LC,Galerida
Galerida cristata,Crested Lark,PASSERIFORMES,Alaudidae,LC,Galerida
Galerida malabarica,Malabar Lark,PASSERIFORMES,Alaudidae,LC,Galerida
Galerida deva,Sykes's Lark,PASSERIFORMES,Alaudidae,LC,Galerida
Panurus biarmicus,Bearded Reedling,PASSERIFORMES,Panuridae,LC,Panurus
Nicator chloris,Western Nicator,PASSERIFORMES,Nicatoridae,LC,Nicator
Nicator gularis,Eastern Nicator,PASSERIFORMES,Nicatoridae,LC,Nicator
Nicator vireo,Yellow-throated Nicator,PASSERIFORMES,Nicatoridae,LC,Nicator
Sylvietta brachyura,Northern Crombec,PASSERIFORMES,Macrosphenidae,LC,Sylvietta
Sylvietta leucopsis,Eastern Crombec,PASSERIFORMES,Macrosphenidae,LC,Sylvietta
Sylvietta whytii,Red-faced Crombec,PASSERIFORMES,Macrosphenidae,LC,Sylvietta
Sylvietta philippae,Philippa's Crombec,PASSERIFORMES,Macrosphenidae,DD,Sylvietta
Sylvietta rufescens,Long-billed Crombec,PASSERIFORMES,Macrosphenidae,LC,Sylvietta
Sylvietta isabellina,Somali Crombec,PASSERIFORMES,Macrosphenidae,LC,Sylvietta
Sylvietta ruficapilla,Red-capped Crombec,PASSERIFORMES,Macrosphenidae,LC,Sylvietta
Sylvietta virens,Green Crombec,PASSERIFORMES,Macrosphenidae,LC,Sylvietta
Sylvietta denti,Lemon-bellied Crombec,PASSERIFORMES,Macrosphenidae,LC,Sylvietta
Sylvietta chapini,Lendu Crombec,PASSERIFORMES,Macrosphenidae,CR,Sylvietta
Sylvietta leucophrys,White-browed Crombec,PASSERIFORMES,Macrosphenidae,LC,Sylvietta
Cryptillas victorini,Victorin's Warbler,PASSERIFORMES,Macrosphenidae,LC,Cryptillas
Achaetops pycnopygius,Rockrunner,PASSERIFORMES,Macrosphenidae,LC,Achaetops
Sphenoeacus afer,Cape Grassbird,PASSERIFORMES,Macrosphenidae,LC,Sphenoeacus
Melocichla mentalis,Moustached Grass-warbler,PASSERIFORMES,Macrosphenidae,LC,Melocichla
Macrosphenus flavicans,Yellow Longbill,PASSERIFORMES,Macrosphenidae,LC,Macrosphenus
Macrosphenus kempi,Kemp's Longbill,PASSERIFORMES,Macrosphenidae,LC,Macrosphenus
Macrosphenus concolor,Grey Longbill,PASSERIFORMES,Macrosphenidae,LC,Macrosphenus
Macrosphenus pulitzeri,Pulitzer's Longbill,PASSERIFORMES,Macrosphenidae,EN,Macrosphenus
Macrosphenus kretschmeri,Kretschmer's Longbill,PASSERIFORMES,Macrosphenidae,LC,Macrosphenus
Graueria vittata,Grauer's Warbler,PASSERIFORMES,Macrosphenidae,LC,Graueria
Neomixis viridis,Green Jery,PASSERIFORMES,Cisticolidae,LC,Neomixis
Neomixis tenella,Common Jery,PASSERIFORMES,Cisticolidae,LC,Neomixis
Neomixis striatigula,Stripe-throated Jery,PASSERIFORMES,Cisticolidae,LC,Neomixis
Neomixis pallidior,Subdesert Jery,PASSERIFORMES,Cisticolidae,LC,Neomixis
Eremomela icteropygialis,Yellow-bellied Eremomela,PASSERIFORMES,Cisticolidae,LC,Eremomela
Eremomela flavicrissalis,Yellow-vented Eremomela,PASSERIFORMES,Cisticolidae,LC,Eremomela
Eremomela pusilla,Senegal Eremomela,PASSERIFORMES,Cisticolidae,LC,Eremomela
Eremomela canescens,Green-backed Eremomela,PASSERIFORMES,Cisticolidae,LC,Eremomela
Eremomela scotops,Green-capped Eremomela,PASSERIFORMES,Cisticolidae,LC,Eremomela
Eremomela gregalis,Karoo Eremomela,PASSERIFORMES,Cisticolidae,LC,Eremomela
Eremomela usticollis,Burnt-necked Eremomela,PASSERIFORMES,Cisticolidae,LC,Eremomela
Eremomela badiceps,Rufous-crowned Eremomela,PASSERIFORMES,Cisticolidae,LC,Eremomela
Eremomela turneri,Turner's Eremomela,PASSERIFORMES,Cisticolidae,NT,Eremomela
Eremomela atricollis,Black-necked Eremomela,PASSERIFORMES,Cisticolidae,LC,Eremomela
Drymocichla incana,Red-winged Grey Warbler,PASSERIFORMES,Cisticolidae,LC,Drymocichla
Schistolais leucopogon,White-chinned Prinia,PASSERIFORMES,Cisticolidae,LC,Schistolais
Schistolais leontica,Sierra Leone Prinia,PASSERIFORMES,Cisticolidae,EN,Schistolais
Urolais epichlorus,Green Longtail,PASSERIFORMES,Cisticolidae,LC,Urolais
