scientific_name,ibp_common_name,ibp_alpha_code_4,ibp_alpha_code_6,genus
Falco columbarius,Merlin,MERL,FALCOL,Falco
Falco subbuteo,Eurasian Hobby,EHOB,FALSUB,Falco
Falco femoralis,Aplomado Falcon,APFA,FALFEM,Falco
Falco rufigularis,Bat Falcon,BAFA,FALRUF,Falco
Falco deiroleucus,Orange-breasted Falcon,OBFA,FALDEI,Falco
Falco rusticolus,Gyrfalcon,GYRF,FALRUS,Falco
Falco peregrinus,Peregrine Falcon,PEFA,FALPER,Falco
Falco mexicanus,Prairie Falcon,PRFA,FALMEX,Falco
Pyrrhura picta,Painted Parakeet,PAIP,PYRPIC,Pyrrhura
Pyrrhura hoffmanni,Sulphur-winged Parakeet,SWPA,PYRHOF,Pyrrhura
Myiopsitta monachus,Monk Parakeet,MOPA,MYIMON,Myiopsitta
Conuropsis carolinensis,Carolina Parakeet,CAPA,CONCAL,Conuropsis
Eupsittula nana,Olive-throated Parakeet,OTPA,EUPNAN,Eupsittula
Eupsittula canicularis,Orange-fronted Parakeet,OFPA,EUPCAN,Eupsittula
Eupsittula pertinax,Brown-throated Parakeet,BTPA,EUPPER,Eupsittula
Aratinga nenday,Nanday Parakeet,NAPA,ARANEN,Aratinga
Ara ararauna,Blue-and-yellow Macaw,BAYM,ARAARA,Ara
Ara severus,Chestnut-fronted Macaw,CFMA,ARASEV,Ara
Ara tricolor,Cuban Macaw,CUBM,ARATRI,Ara
Ara macao,Scarlet Macaw,SCMA,ARAMAC,Ara
Ara chloropterus,Red-and-green Macaw,RAGM,ARACHL,Ara
Ara militaris,Military Macaw,MIMA,ARAMIL,Ara
Ara ambiguus,Great Green Macaw,GGMA,ARAAMB,Ara
Psittacara holochlorus,Green Parakeet,GREP,PSIHOL,Psittacara
Psittacara brevipes,Socorro Parakeet,SOPA,PSIBRE,Psittacara
Psittacara strenuus,Pacific Parakeet,PACP,PSISTR,Psittacara
Psittacara mitratus,Mitred Parakeet,MIPA,PSIMIT,Psittacara
Psittacara erythrogenys,Red-masked Parakeet,RMPA,PSIERY,Psittacara
Psittacara finschi,Crimson-fronted Parakeet,CFPA,PSIFIN,Psittacara
Psittacara euops,Cuban Parakeet,CPAK,PSIEUO,Psittacara
Psittacara maugei,Puerto Rican Parakeet,PRPK,PSIMAU,Psittacara
Psittacara chloropterus,Hispaniolan Parakeet,HPAK,PSICHL,Psittacara
Rhynchopsitta pachyrhyncha,Thick-billed Parrot,TBPA,RHYPAC,Rhynchopsitta
Rhynchopsitta terrisi,Maroon-fronted Parrot,MFPA,RHYTER,Rhynchopsitta
Bolborhynchus lineola,Barred Parakeet,BAPA,BOLLIN,Bolborhynchus
Forpus cyanopygius,Mexican Parrotlet,MEXP,FORCYA,Forpus
Forpus passerinus,Green-rumped Parrotlet,GRUP,FORPAS,Forpus
Forpus conspicillatus,Spectacled Parrotlet,SPPA,FORCON,Forpus
Brotogeris jugularis,Orange-chinned Parakeet,OCPA,BROJUG,Brotogeris
Brotogeris versicolurus,White-winged Parakeet,WWPA,BROVER,Brotogeris
Brotogeris chiriri,Yellow-chevroned Parakeet,YCPA,BROCHI,Brotogeris
Touit costaricensis,Red-fronted Parrotlet,RFPA,TOUCOS,Touit
Touit dilectissimus,Blue-fronted Parrotlet,BFPA,TOUDIL,Touit
Pyrilia haematotis,Brown-hooded Parrot,BHOP,PYRHAE,Pyrilia
Pyrilia pyrilia,Saffron-headed Parrot,SHPA,PYRPYI,Pyrilia
Pionus menstruus,Blue-headed Parrot,BHEP,PIOMEN,Pionus
Pionus senilis,White-crowned Parrot,WCPA,PIOSEN,Pionus
Amazona albifrons,White-fronted Parrot,WFPA,AMAALB,Amazona
Amazona xantholora,Yellow-lored Parrot,YLPA,AMAXAN,Amazona
Amazona leucocephala,Cuban Parrot,CPAT,AMALEU,Amazona
Amazona collaria,Yellow-billed Parrot,YBPA,AMACOL,Amazona
Amazona ventralis,Hispaniolan Parrot,HPAT,AMAVEN,Amazona
Amazona vittata,Puerto Rican Parrot,PRPO,AMAVIT,Amazona
Amazona agilis,Black-billed Parrot,BBPA,AMAAGI,Amazona
Amazona viridigenalis,Red-crowned Parrot,RCPA,AMAVIR,Amazona
Amazona finschi,Lilac-crowned Parrot,LCPA,AMAFIN,Amazona
Amazona autumnalis,Red-lored Parrot,RLPA,AMAAUT,Amazona
Amazona farinosa,Mealy Parrot,MEAP,AMAFAR,Amazona
Amazona oratrix,Yellow-headed Parrot,YHPA,AMAORA,Amazona
Amazona auropalliata,Yellow-naped Parrot,YNPA,AMAAUR,Amazona
Amazona ochrocephala,Yellow-crowned Parrot,YCRP,AMAOCH,Amazona
Amazona arausiaca,Red-necked Parrot,RNPA,AMAARA,Amazona
Amazona versicolor,St. Lucia Parrot,SLPA,AMAVER,Amazona
Amazona guildingii,St. Vincent Parrot,SVPA,AMAGUI,Amazona
Amazona imperialis,Imperial Parrot,IMPA,AMAIMP,Amazona
Psittacula krameri,Rose-ringed Parakeet,RRPA,PSIKRA,Psittacula
Agapornis roseicollis,Rosy-faced Lovebird,RFLO,AGAROS,Agapornis
Sapayoa aenigma,Sapayoa,SAPA,SAPAEN,Sapayoa
Chiroxiphia lanceolata,Lance-tailed Manakin,LATM,CHILAN,Chiroxiphia
Chiroxiphia linearis,Long-tailed Manakin,LOTM,CHILIN,Chiroxiphia
Corapipo altera,White-ruffed Manakin,WRMA,CORALT,Corapipo
Cryptopipo holochlora,Green Manakin,GMAK,CRYHOL,Cryptopipo
Lepidothrix velutina,Velvety Manakin,VELM,LEPVEL,Lepidothrix
Manacus candei,White-collared Manakin,WCOM,MANCAN,Manacus
Manacus aurantiacus,Orange-collared Manakin,OCMA,MANAUR,Manacus
Manacus vitellinus,Golden-collared Manakin,GCMA,MANVIT,Manacus
Pseudopipra pipra,White-crowned Manakin,WCRM,PSEPIP,Pseudopipra
Ceratopipra mentalis,Red-capped Manakin,RCMA,CERMEN,Ceratopipra
Ceratopipra erythrocephala,Golden-headed Manakin,GHMA,CERERY,Ceratopipra
Querula purpurata,Purple-throated Fruitcrow,PTFR,QUEPUR,Querula
Cephalopterus glabricollis,Bare-necked Umbrellabird,BNUM,CEPGLA,Cephalopterus
Cotinga amabilis,Lovely Cotinga,LOCO,COTAMA,Cotinga
Cotinga ridgwayi,Turquoise Cotinga,TUCO,COTRID,Cotinga
Cotinga nattererii,Blue Cotinga,BLCO,COTNAT,Cotinga
Lipaugus unirufus,Rufous Piha,RUFP,LIPUNI,Lipaugus
Procnias tricarunculatus,Three-wattled Bellbird,TWBE,PROTRI,Procnias
Carpodectes hopkei,Black-tipped Cotinga,BTCO,CARHOP,Carpodectes
Carpodectes antoniae,Yellow-billed Cotinga,YBCO,CARANT,Carpodectes
Carpodectes nitidus,Snowy Cotinga,SNCO,CARNIT,Carpodectes
Schiffornis veraepacis,Northern Schiffornis,NOSC,SCHVER,Schiffornis
Schiffornis stenorhyncha,Russet-winged Schiffornis,RWSC,SCHSTE,Schiffornis
Laniocera rufescens,Speckled Mourner,SPMO,LANRUF,Laniocera
Tityra semifasciata,Masked Tityra,MATI,TITSEM,Tityra
Tityra inquisitor,Black-crowned Tityra,BCRT,TITINQ,Tityra
Pachyramphus versicolor,Barred Becard,BABE,PACVER,Pachyramphus
Pachyramphus rufus,Cinereous Becard,CIRB,PACRUF,Pachyramphus
Pachyramphus cinnamomeus,Cinnamon Becard,CIMB,PACCIN,Pachyramphus
Pachyramphus polychopterus,White-winged Becard,WWBE,PACPOL,Pachyramphus
Pachyramphus albogriseus,Black-and-white Becard,BAWB,PACALB,Pachyramphus
Pachyramphus major,Gray-collared Becard,GCBE,PACMAJ,Pachyramphus
Pachyramphus aglaiae,Rose-throated Becard,RTBE,PACAGL,Pachyramphus
Pachyramphus homochrous,One-colored Becard,OCBE,PACHOM,Pachyramphus
Pachyramphus niger,Jamaican Becard,JABE,PACNIG,Pachyramphus
Oxyruncus cristatus,Sharpbill,SHAR,OXYCRI,Oxyruncus
Onychorhynchus coronatus,Royal Flycatcher,ROFL,ONYCOR,Onychorhynchus
Terenotriccus erythrurus,Ruddy-tailed Flycatcher,RDTF,TERERY,Terenotriccus
Myiobius villosus,Tawny-breasted Flycatcher,TBFL,MYIVIL,Myiobius
Myiobius sulphureipygius,Sulphur-rumped Flycatcher,SRFL,MYISUL,Myiobius
Myiobius atricaudus,Black-tailed Flycatcher,BTFL,MYIATD,Myiobius
Piprites griseiceps,Gray-headed Piprites,GHPI,PIPGRI,Piprites
Platyrinchus cancrominus,Stub-tailed Spadebill,SBTS,PLACAN,Platyrinchus
Platyrinchus mystaceus,White-throated Spadebill,WTRS,PLAMYS,Platyrinchus
Platyrinchus coronatus,Golden-crowned Spadebill,GCRS,PLACOR,Platyrinchus
Mionectes olivaceus,Olive-striped Flycatcher,OSTF,MIOOLI,Mionectes
Mionectes oleagineus,Ochre-bellied Flycatcher,OBFL,MIOOLE,Mionectes
Leptopogon amaurocephalus,Sepia-capped Flycatcher,SECF,LEPAMA,Leptopogon
Leptopogon superciliaris,Slaty-capped Flycatcher,SLCF,LEPSUP,Leptopogon
Phylloscartes flavovirens,Yellow-green Tyrannulet,YGTY,PHYFLA,Phylloscartes
Phylloscartes superciliaris,Rufous-browed Tyrannulet,RBTY,PHYSUP,Phylloscartes
Pseudotriccus pelzelni,Bronze-olive Pygmy-Tyrant,BOPT,PSEPEL,Pseudotriccus
Myiornis atricapillus,Black-capped Pygmy-Tyrant,BPYT,MYIATP,Myiornis
Lophotriccus pileatus,Scale-crested Pygmy-Tyrant,SCPT,LOPPIT,Lophotriccus
Lophotriccus pilaris,Pale-eyed Pygmy-Tyrant,PEPT,LOPPIR,Lophotriccus
Oncostoma cinereigulare,Northern Bentbill,NOBE,ONCCIN,Oncostoma
Oncostoma olivaceum,Southern Bentbill,SOBE,ONCOLI,Oncostoma
Poecilotriccus sylvia,Slate-headed Tody-Flycatcher,SHTF,POESYL,Poecilotriccus
Todirostrum cinereum,Common Tody-Flycatcher,COTF,TODCIN,Todirostrum
Todirostrum nigriceps,Black-headed Tody-Flycatcher,BHTF,TODNIG,Todirostrum
Cnipodectes subbrunneus,Brownish Twistwing,BRTW,CNISUB,Cnipodectes
Rhynchocyclus brevirostris,Eye-ringed Flatbill,ERFL,RHYBRE,Rhynchocyclus
Rhynchocyclus olivaceus,Olivaceous Flatbill,OLIF,RHYOLI,Rhynchocyclus
Tolmomyias flavotectus,Yellow-winged Flatbill,YWFL,TOLFLC,Tolmomyias
Tolmomyias sulphurescens,Yellow-olive Flatbill,YOFL,TOLSUL,Tolmomyias
Tolmomyias flaviventris,Ochre-lored Flatbill,OLOF,TOLFLN,Tolmomyias
Ornithion semiflavum,Yellow-bellied Tyrannulet,YBTY,ORNSEM,Ornithion
Ornithion brunneicapillus,Brown-capped Tyrannulet,BCTY,ORNBRU,Ornithion
Camptostoma imberbe,Northern Beardless-Tyrannulet,NOBT,CAMIMB,Camptostoma
Camptostoma obsoletum,Southern Beardless-Tyrannulet,SOBT,CAMOBS,Camptostoma
Nesotriccus ridgwayi,Cocos Flycatcher,COFL,NESRID,Nesotriccus
Nesotriccus murinus,Mouse-colored Tyrannulet,MCTY,NESMUR,Nesotriccus
Capsiempis flaveola,Yellow Tyrannulet,YETY,CAPFLA,Capsiempis
Tyrannulus elatus,Yellow-crowned Tyrannulet,YCTY,TYRELA,Tyrannulus
Myiopagis gaimardii,Forest Elaenia,FOEL,MYIGAI,Myiopagis
Myiopagis caniceps,Gray Elaenia,GRAE,MYICAN,Myiopagis
Myiopagis cotta,Jamaican Elaenia,JAEL,MYICOT,Myiopagis
Myiopagis viridicata,Greenish Elaenia,GREL,MYIVIR,Myiopagis
Elaenia martinica,Caribbean Elaenia,CAEL,ELAMAR,Elaenia
Elaenia flavogaster,Yellow-bellied Elaenia,YBEL,ELAFLA,Elaenia
Elaenia albiceps,White-crested Elaenia,WCEL,ELAALB,Elaenia
Elaenia parvirostris,Small-billed Elaenia,SBEL,ELAPAR,Elaenia
Elaenia chiriquensis,Lesser Elaenia,LEEL,ELACHI,Elaenia
Elaenia frantzii,Mountain Elaenia,MOEL,ELAFRA,Elaenia
Elaenia fallax,Greater Antillean Elaenia,GAEL,ELAFAL,Elaenia
Serpophaga cinerea,Torrent Tyrannulet,TOTY,SERCIN,Serpophaga
Acrochordopus zeledoni,White-fronted Tyrannulet,WFTY,ACRZEL,Acrochordopus
Phyllomyias griseiceps,Sooty-headed Tyrannulet,SHTY,PHYGRI,Phyllomyias
Zimmerius vilissimus,Guatemalan Tyrannulet,GUTY,ZIMVIL,Zimmerius
Zimmerius parvus,Mistletoe Tyrannulet,MITY,ZIMPAR,Zimmerius
Attila spadiceus,Bright-rumped Attila,BRAT,ATTSPA,Attila
Sirystes albogriseus,Choco Sirystes,CHSI,SIRALB,Sirystes
Rhytipterna holerythra,Rufous Mourner,RMOU,RHYHOL,Rhytipterna
Myiarchus yucatanensis,Yucatan Flycatcher,YUFL,MYIYUC,Myiarchus
Myiarchus barbirostris,Sad Flycatcher,SAFL,MYIBAR,Myiarchus
Myiarchus tuberculifer,Dusky-capped Flycatcher,DCFL,MYITUB,Myiarchus
Myiarchus panamensis,Panama Flycatcher,PAFL,MYIPAN,Myiarchus
Myiarchus cinerascens,Ash-throated Flycatcher,ATFL,MYICIN,Myiarchus
Myiarchus nuttingi,Nutting's Flycatcher,NUFL,MYINUT,Myiarchus
Myiarchus crinitus,Great Crested Flycatcher,GCFL,MYICRI,Myiarchus
Myiarchus tyrannulus,Brown-crested Flycatcher,BCFL,MYITYR,Myiarchus
Myiarchus nugator,Grenada Flycatcher,GFLY,MYINUG,Myiarchus
Myiarchus validus,Rufous-tailed Flycatcher,RFTF,MYIVAL,Myiarchus
Myiarchus sagrae,La Sagra's Flycatcher,LSFL,MYISAG,Myiarchus
Myiarchus stolidus,Stolid Flycatcher,STOF,MYISTO,Myiarchus
Myiarchus antillarum,Puerto Rican Flycatcher,PRFL,MYIANT,Myiarchus
Myiarchus oberi,Lesser Antillean Flycatcher,LAFL,MYIOBE,Myiarchus
Ramphotrigon flammulatum,Flammulated Flycatcher,FLFL,RAMFLL,Ramphotrigon
Philohydor lictor,Lesser Kiskadee,LEKI,PHYLIC,Philohydor
Pitangus sulphuratus,Great Kiskadee,GKIS,PITSUL,Pitangus
Machetornis rixosa,Cattle Tyrant,CATY,MACRIX,Machetornis
Megarynchus pitangua,Boat-billed Flycatcher,BOBF,MEGPIT,Megarynchus
Myiozetetes cayanensis,Rusty-margined Flycatcher,RMFL,MYICAY,Myiozetetes
Myiozetetes similis,Social Flycatcher,SOFL,MYISIM,Myiozetetes
Myiozetetes granadensis,Gray-capped Flycatcher,GCAF,MYIGRA,Myiozetetes
Conopias albovittatus,White-ringed Flycatcher,WRFL,CONALB,Conopias
Myiodynastes hemichrysus,Golden-bellied Flycatcher,GBFL,MYIHEM,Myiodynastes
Myiodynastes maculatus,Streaked Flycatcher,STRF,MYIMAC,Myiodynastes
Myiodynastes luteiventris,Sulphur-bellied Flycatcher,SBFL,MYILUT,Myiodynastes
Legatus leucophaius,Piratic Flycatcher,PIRF,LEGLEU,Legatus
Empidonomus varius,Variegated Flycatcher,VAFL,EMPVAR,Empidonomus
Empidonomus aurantioatrocristatus,Crowned Slaty Flycatcher,CSFL,EMPAUR,Empidonomus
Tyrannus melancholicus,Tropical Kingbird,TRKI,TYRMEL,Tyrannus
Tyrannus couchii,Couch's Kingbird,COKI,TYRCOU,Tyrannus
Tyrannus vociferans,Cassin's Kingbird,CAKI,TYRVOC,Tyrannus
Tyrannus crassirostris,Thick-billed Kingbird,TBKI,TYRCRA,Tyrannus
Tyrannus verticalis,Western Kingbird,WEKI,TYRVER,Tyrannus
Tyrannus tyrannus,Eastern Kingbird,EAKI,TYRTYR,Tyrannus
Tyrannus dominicensis,Gray Kingbird,GRAK,TYRDOM,Tyrannus
Tyrannus caudifasciatus,Loggerhead Kingbird,LOKI,TYRCAU,Tyrannus
Tyrannus cubensis,Giant Kingbird,GIKI,TYRCUB,Tyrannus
Tyrannus forficatus,Scissor-tailed Flycatcher,STFL,TYRFOR,Tyrannus
Tyrannus savana,Fork-tailed Flycatcher,FTFL,TYRSAV,Tyrannus
Myiophobus fasciatus,Bran-colored Flycatcher,BCOF,MYIFAS,Myiophobus
Lathrotriccus euleri,Euler's Flycatcher,EUFL,LATEUL,Lathrotriccus
Aphanotriccus capitalis,Tawny-chested Flycatcher,TCFL,APHCAP,Aphanotriccus
Aphanotriccus audax,Black-billed Flycatcher,BLBF,APHAUD,Aphanotriccus
Xenotriccus callizonus,Belted Flycatcher,BEFL,XENCAL,Xenotriccus
Xenotriccus mexicanus,Pileated Flycatcher,PILF,XENMEX,Xenotriccus
Mitrephanes phaeocercus,Tufted Flycatcher,TUFL,MITPHA,Mitrephanes
Contopus cooperi,Olive-sided Flycatcher,OSFL,CONCOO,Contopus
Contopus pertinax,Greater Pewee,GRPE,CONPER,Contopus
Contopus lugubris,Dark Pewee,DAPE,CONLUG,Contopus
Contopus ochraceus,Ochraceous Pewee,OCPE,CONOCH,Contopus
Contopus sordidulus,Western Wood-Pewee,WEWP,CONSOR,Contopus
Contopus virens,Eastern Wood-Pewee,EAWP,CONVIR,Contopus
Contopus cinereus,Tropical Pewee,TROP,CONCIN,Contopus
Contopus caribaeus,Cuban Pewee,CUPE,CONCAB,Contopus
Contopus pallidus,Jamaican Pewee,JPEW,CONPAL,Contopus
Contopus hispaniolensis,Hispaniolan Pewee,HIPE,CONHIS,Contopus
Contopus latirostris,Lesser Antillean Pewee,LAPE,CONLAT,Contopus
Contopus (sp.),Unidentified Pewee,UNPE,CONSPE,Contopus
Empidonax flaviventris,Yellow-bellied Flycatcher,YBFL,EMPFLT,Empidonax
Empidonax virescens,Acadian Flycatcher,ACFL,EMPVIR,Empidonax
Empidonax alnorum,Alder Flycatcher,ALFL,EMPALN,Empidonax
Empidonax alnorum/traillii,Traill's Flycatcher,TRFL,EMPALT,Empidonax
Empidonax traillii,Willow Flycatcher,WIFL,EMPTRA,Empidonax
Empidonax traillii extimus,Southwestern Willow Flycatcher,SWFL,EMPTEX,Empidonax
Empidonax albigularis,White-throated Flycatcher,WTFL,EMPALB,Empidonax
Empidonax minimus,Least Flycatcher,LEFL,EMPMIN,Empidonax
Empidonax hammondii,Hammond's Flycatcher,HAFL,EMPHAM,Empidonax
Empidonax hammondii/oberholseri,Hammond's/Dusky Flycatcher,HDFL,EMPHAO,Empidonax
Empidonax wrightii,Gray Flycatcher,GRFL,EMPWRI,Empidonax
Empidonax oberholseri,Dusky Flycatcher,DUFL,EMPOBE,Empidonax
Empidonax affinis,Pine Flycatcher,PINF,EMPAFF,Empidonax
Empidonax difficilis,Western Flycatcher,WEFL,EMPDIF,Empidonax
Empidonax flavescens,Yellowish Flycatcher,YEFL,EMPFLC,Empidonax
Empidonax fulvifrons,Buff-breasted Flycatcher,BBFL,EMPFUL,Empidonax
Empidonax atriceps,Black-capped Flycatcher,BCAF,EMPATR,Empidonax
Empidonax (sp),Unidentified Empidonax,UNEM,EMPSPE,Empidonax
Sayornis nigricans,Black Phoebe,BLPH,SAYNIG,Sayornis
Sayornis phoebe,Eastern Phoebe,EAPH,SAYPHO,Sayornis
Sayornis saya,Say's Phoebe,SAPH,SAYSAY,Sayornis
Pyrocephalus rubinus,Vermilion Flycatcher,VEFL,PYRRUB,Pyrocephalus
Fluvicola pica,Pied Water-Tyrant,PIWT,FLUPIC,Fluvicola
Sublegatus arenarum,Northern Scrub-Flycatcher,NOSF,SUBARE,Sublegatus
Colonia colonus,Long-tailed Tyrant,LTTY,COLCOL,Colonia
"Tyrannidae (gen, sp)",Unidentified Flycatcher,UNFL,TYRGEN,Tyrannidae
Pittasoma michleri,Black-crowned Antpitta,BCAP,PITMIC,Pittasoma
Cymbilaimus lineatus,Fasciated Antshrike,FAAN,CYMLIN,Cymbilaimus
Taraba major,Great Antshrike,GANT,TARMAJ,Taraba
Thamnophilus doliatus,Barred Antshrike,BAAN,THADOL,Thamnophilus
Thamnophilus nigriceps,Black Antshrike,BLAN,THANIG,Thamnophilus
Thamnophilus bridgesi,Black-hooded Antshrike,BHOA,THABRI,Thamnophilus
Thamnophilus atrinucha,Black-crowned Antshrike,BCAS,THAATR,Thamnophilus
Xenornis setifrons,Spiny-faced Antshrike,SFAN,XENSET,Xenornis
Thamnistes anabatinus,Russet Antshrike,RUAN,THAANA,Thamnistes
Dysithamnus mentalis,Plain Antvireo,PLAN,DYSMEN,Dysithamnus
Dysithamnus striaticeps,Streak-crowned Antvireo,STCA,DYSSTR,Dysithamnus
Dysithamnus puncticeps,Spot-crowned Antvireo,SPCA,DYSPUN,Dysithamnus
Myrmotherula ignota,Moustached Antwren,MOAN,MYRIGN,Myrmotherula
Myrmotherula pacifica,Pacific Antwren,PAAN,MYRPAC,Myrmotherula
Myrmotherula axillaris,White-flanked Antwren,WFLA,MYRAXI,Myrmotherula
Myrmotherula schisticolor,Slaty Antwren,SLAN,MYRSCH,Myrmotherula
Epinecrophylla fulviventris,Checker-throated Stipplethroat,CTST,EPIFUL,Epinecrophylla
Herpsilochmus frater,Rusty-winged Antwren,RWAN,HERFRA,Herpsilochmus
Microrhopias quixensis,Dot-winged Antwren,DWAN,MICQUI,Microrhopias
Formicivora grisea,White-fringed Antwren,WFRA,FORGRI,Formicivora
Euchrepomis callinota,Rufous-rumped Antwren,RRAN,EUCCAL,Euchrepomis
Cercomacroides tyrannina,Dusky Antbird,DUAN,CERTYR,Cercomacroides
Cercomacra nigricans,Jet Antbird,JEAN,CERNIG,Cercomacra
Gymnocichla nudiceps,Bare-crowned Antbird,BACA,GYCNUD,Gymnocichla
Hafferia zeledoni,Zeledon's Antbird,ZEAN,HAFZEL,Hafferia
Myrmeciza longipes,White-bellied Antbird,WBEA,MYRLON,Myrmeciza
Poliocrania exsul,Chestnut-backed Antbird,CBAN,POLEXS,Poliocrania
Sipia laemosticta,Dull-mantled Antbird,DMAN,SIPLAE,Sipia
Hylophylax naevioides,Spotted Antbird,SPAN,HYLNAE,Hylophylax
Myrmornis torquata,Wing-banded Antbird,WBAA,MYRTOR,Myrmornis
Gymnopithys bicolor,Bicolored Antbird,BIAN,GYMBIC,Gymnopithys
Phaenostictus mcleannani,Ocellated Antbird,OCAN,PHAMCL,Phaenostictus
Grallaricula flavirostris,Ochre-breasted Antpitta,OBAN,GRAFLA,Grallaricula
Myrmothera dives,Thicket Antpitta,THAN,MYRDIV,Myrmothera
Hylopezus perspicillatus,Streak-chested Antpitta,SCHA,HYLPER,Hylopezus
Grallaria guatimalensis,Scaled Antpitta,SCAA,GRAGUA,Grallaria
Scytalopus panamensis,Tacarcuna Tapaculo,TATA,SCYPAN,Scytalopus
Scytalopus chocoensis,Choco Tapaculo,CHTA,SCYCHO,Scytalopus
Scytalopus argentifrons,Silvery-fronted Tapaculo,SFTA,SCYARG,Scytalopus
Formicarius moniliger,Mayan Antthrush,MAAN,FORMON,Formicarius
Formicarius analis,Black-faced Antthrush,BFAN,FORANA,Formicarius
Formicarius nigricapillus,Black-headed Antthrush,BHEA,FORNIG,Formicarius
Formicarius rufipectus,Rufous-breasted Antthrush,RBAN,FORRUF,Formicarius
Sclerurus mexicanus,Tawny-throated Leaftosser,TTLE,SCLMEX,Sclerurus
Sclerurus albigularis,Gray-throated Leaftosser,GTLE,SCLALB,Sclerurus
Sclerurus guatemalensis,Scaly-throated Leaftosser,STLE,SCLGUA,Sclerurus
Sittasomus griseicapillus,Olivaceous Woodcreeper,OLWO,SITGRI,Sittasomus
Deconychura longicauda,Long-tailed Woodcreeper,LTWO,DECLON,Deconychura
Dendrocincla homochroa,Ruddy Woodcreeper,RUWO,DENHOM,Dendrocincla
Dendrocincla anabatina,Tawny-winged Woodcreeper,TWWO,DENANA,Dendrocincla
Dendrocincla fuliginosa,Plain-brown Woodcreeper,PBRW,DENFUA,Dendrocincla
Glyphorynchus spirurus,Wedge-billed Woodcreeper,WBWO,GLYSPI,Glyphorynchus
Dendrocolaptes sanctithomae,Northern Barred-Woodcreeper,NOBW,DENSAN,Dendrocolaptes
Dendrocolaptes picumnus,Black-banded Woodcreeper,BBNW,DENPIM,Dendrocolaptes
Xiphocolaptes promeropirhynchus,Strong-billed Woodcreeper,SNBW,XIPPRO,Xiphocolaptes
Xiphorhynchus susurrans,Cocoa Woodcreeper,COWO,XIPSUS,Xiphorhynchus
Xiphorhynchus flavigaster,Ivory-billed Woodcreeper,IBIW,XIPFLA,Xiphorhynchus
Xiphorhynchus lachrymosus,Black-striped Woodcreeper,BSWO,XIPLAC,Xiphorhynchus
Xiphorhynchus erythropygius,Spotted Woodcreeper,SPWO,XIPERY,Xiphorhynchus
Dendroplex picus,Straight-billed Woodcreeper,SGBW,DENPIS,Dendroplex
Campylorhamphus trochilirostris,Red-billed Scythebill,RBSC,CAMTRO,Campylorhamphus
Campylorhamphus pusillus,Brown-billed Scythebill,BBSC,CAMPUS,Campylorhamphus
Lepidocolaptes leucogaster,White-striped Woodcreeper,WSWO,LEPLEU,Lepidocolaptes
Lepidocolaptes souleyetii,Streak-headed Woodcreeper,SHWO,LEPSOU,Lepidocolaptes
Lepidocolaptes affinis,Spot-crowned Woodcreeper,SCRW,LEPAFF,Lepidocolaptes
Xenops minutus,Plain Xenops,PLXE,XENMIT,Xenops
Xenops rutilans,Streaked Xenops,STXE,XENRUT,Xenops
Pseudocolaptes lawrencii,Buffy Tuftedcheek,BUTU,PSELAW,Pseudocolaptes
Lochmias nematura,Sharp-tailed Streamcreeper,STST,LOCNEM,Lochmias
Philydor fuscipenne,Slaty-winged Foliage-gleaner,SWFG,PHIFUS,Philydor
Dendroma rufa,Buff-fronted Foliage-gleaner,BFFG,DENRUF,Dendroma
Anabacerthia variegaticeps,Scaly-throated Foliage-gleaner,STFG,ANAVAR,Anabacerthia
Syndactyla subalaris,Lineated Foliage-gleaner,LIFG,SYNSUB,Syndactyla
Clibanornis rubiginosus,Ruddy Foliage-gleaner,RUFG,CLIRUB,Clibanornis
Thripadectes rufobrunneus,Streak-breasted Treehunter,SBTR,THRRUB,Thripadectes
Automolus ochrolaemus,Ochre-throated Foliage-gleaner,OTFG,AUTOCH,Automolus
Automolus cervinigularis,Fawn-throated Foliage-gleaner,FTFG,AUTCER,Automolus
Automolus exsertus,Chiriqui Foliage-gleaner,CHFG,AUTEXS,Automolus
Automolus subulatus,Striped Woodhaunter,STPW,AUTSUB,Automolus
Premnoplex brunnescens,Spotted Barbtail,SPBA,PREBRU,Premnoplex
Margarornis bellulus,Beautiful Treerunner,BETR,MARBEL,Margarornis
Margarornis rubiginosus,Ruddy Treerunner,RUTR,MARRUB,Margarornis
Xenerpestes minlosi,Double-banded Graytail,DBGR,XENMIL,Xenerpestes
Cranioleuca erythrops,Red-faced Spinetail,RFSP,CRAERY,Cranioleuca
Cranioleuca dissita,Coiba Spinetail,COSP,CRADIS,Cranioleuca
Synallaxis albescens,Pale-breasted Spinetail,PBSP,SYNALB,Synallaxis
Synallaxis brachyura,Slaty Spinetail,SLSP,SYNBRA,Synallaxis
Synallaxis erythrothorax,Rufous-breasted Spinetail,RBSP,SYNERY,Synallaxis
Cyclarhis gujanensis,Rufous-browed Peppershrike,RBPE,CYCGUJ,Cyclarhis
Hylophilus flavipes,Scrub Greenlet,SCRG,HYLFLA,Hylophilus
Vireolanius melitophrys,Chestnut-sided Shrike-Vireo,CSSV,VIRMEL,Vireolanius
Vireolanius pulchellus,Green Shrike-Vireo,GRSV,VIRPUL,Vireolanius
Vireolanius eximius,Yellow-browed Shrike-Vireo,YBSV,VIREXI,Vireolanius
Tunchiornis ochraceiceps,Tawny-crowned Greenlet,TCGR,TUNOCH,Tunchiornis
